,NAME,BIO_LINK,BIRTH-DEATH,POSITION,PARTY,STATE,SESSION,DEGREE,SCHOOL,GRAD_YEAR,SCHOOL_LOC
143,"PIKE, Otis Grey",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000348,1921-2014,Representative,Democrat,NY,91(1969-1970),A.B.,Princeton University,1946,None
144,"PIKE, Otis Grey",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000348,1921-2014,Representative,Democrat,NY,91(1969-1970),LL.B.,Columbia University Law School,1948,None
145,"POLLOCK, Howard Wallace",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000415,1920-2011,Representative,Republican,AK,91(1969-1970),J.D.,University of Houston School of Law,1953-1955," Houston, Tex."
146,"POLLOCK, Howard Wallace",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000415,1920-2011,Representative,Republican,AK,91(1969-1970),M.S.,Massachusetts Institute of Technology,1960," Cambridge, Mass."
147,"POLLOCK, Howard Wallace",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000415,1920-2011,Representative,Republican,AK,91(1969-1970),Ph.D.,International University of Vienna,2002, Austria
148,"PREYER, Lunsford Richardson",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000520,1919-2001,Representative,Democrat,NC,91(1969-1970),A.B.,Princeton University,1941," Princeton, N.J."
149,"PREYER, Lunsford Richardson",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000520,1919-2001,Representative,Democrat,NC,91(1969-1970),L.L.B.,Harvard Law School,1949," Cambridge, Mass."
150,"PRICE, Robert Dale",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000528,1927-2004,Representative,Republican,TX,91(1969-1970),B.S.,Oklahoma State University,1951,None
151,"PURCELL, Graham Boynton, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000569,1919-2011,Representative,Democrat,TX,91(1969-1970),LL.B.,Baylor University Law School,1949," Waco, Tex."
152,"RAILSBACK, Thomas Fisher",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000012,1932- ,Representative,Republican,IL,91(1969-1970),B.A.,Grinnell College,1954," Grinnell, Iowa"
153,"RAILSBACK, Thomas Fisher",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000012,1932- ,Representative,Republican,IL,91(1969-1970),J.D.,Northwestern University School of Law,1957," Chicago, Ill."
154,"REES, Thomas Mankell",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000134,1925-2003,Representative,Democrat,CA,91(1969-1970),B.A.,Occidental College,1950," Los Angeles, Calif."
155,"REIFEL, Benjamin",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000152,1906-1990,Representative,Republican,SD,91(1969-1970),M.A.,1949,1952, and a Ph.D.
156,"REINECKE, Edwin",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000159,1924- ,Representative,Republican,CA,91(1969-1970),B.S.,California Institute of Technology,1950," Pasadena, Calif."
157,"REUSS, Henry Schoellkopf",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000165,1912-2002,Representative,Democrat,WI,91(1969-1970),A.B.,Cornell University,1933," Ithaca, N.Y."
158,"REUSS, Henry Schoellkopf",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000165,1912-2002,Representative,Democrat,WI,91(1969-1970),L.L.B.,Harvard University,1936," Cambridge, Mass."
159,"ROGERS, Paul Grant",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000401,1921-2008,Representative,Democrat,FL,91(1969-1970),J.D.,University of Florida,1948," Gainesville, Fla."
160,"ROONEY, Frederick Bernard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000423,1925- ,Representative,Democrat,PA,91(1969-1970),B.A.,University of Georgia at Athens,1950,None
161,"ROSENTHAL, Benjamin Stanley",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000442,1923-1983,Representative,Democrat,NY,91(1969-1970),LL.B.,Brooklyn Law School,1949,None
162,"ROSENTHAL, Benjamin Stanley",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000442,1923-1983,Representative,Democrat,NY,91(1969-1970),LL.M.,New York University,1952,None
163,"ROUSSELOT, John Harbin",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000469,1927-2003,Representative,Republican,CA,91(1969-1970),B.A.,Principia College,1949," Elsah, Ill."
164,"RUMSFELD, Donald Henry",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000508,1932- ,Representative,Republican,IL,91(1969-1970),A.B.,Princeton University,1954," Princeton, N.J."
165,"RUTH, Earl Baker",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000545,1916-1989,Representative,Republican,NC,91(1969-1970),A.B.,University of North Carolina,1938," Chapel Hill, N.C."
166,"RUTH, Earl Baker",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000545,1916-1989,Representative,Republican,NC,91(1969-1970),M.A.,University of North Carolina,1942," Chapel Hill, N.C."
167,"RUTH, Earl Baker",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000545,1916-1989,Representative,Republican,NC,91(1969-1970),Ph.D.,University of North Carolina,1955," Chapel Hill, N.C."
168,"SCHEUER, James Haas",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000124,1920-2005,Representative,Democrat-Liberal,NY,91(1969-1970),A.B.,Swarthmore College,1942," Swarthmore, Pa."
169,"SCHEUER, James Haas",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000124,1920-2005,Representative,Democrat-Liberal,NY,91(1969-1970),L.L.B.,Columbia University Law School,1948," New York, N.Y."
170,"SCHEUER, James Haas",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000124,1920-2005,Representative,Democrat-Liberal,NY,91(1969-1970),I.A.,Harvard Graduate School of Business Administration,1945," Cambridge, Mass."
171,"SCHMITZ, John George",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000133,1930-2001,Representative,Republican,CA,91(1969-1970),B.S.,Marquette University,1952,None
172,"SCHMITZ, John George",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000133,1930-2001,Representative,Republican,CA,91(1969-1970),M.A.,California State College,1960," Long Beach, Calif."
173,"SEBELIUS, Keith George",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000217,1916-1982,Representative,Republican,KS,91(1969-1970),A.B.,Fort Hays Kansas State College,1941,None
174,"SEBELIUS, Keith George",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000217,1916-1982,Representative,Republican,KS,91(1969-1970),J.D.,George Washington University Law School,1939,None
175,"SIKES, Robert Lee Fulton",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000406,1906-1994,Representative,Democrat,FL,91(1969-1970),B.S.,University of Georgia,1927," Athens, Ga."
176,"SIKES, Robert Lee Fulton",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000406,1906-1994,Representative,Democrat,FL,91(1969-1970),MS.,University of Florida,1929," Gainesville, Fla."
177,"SMITH, H. Allen",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000545,1909-1998,Representative,Republican,CA,91(1969-1970),A.B.,University of Southern California,1930," Los Angeles, Calif."
178,"SMITH, H. Allen",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000545,1909-1998,Representative,Republican,CA,91(1969-1970),LL.B.,University of Southern California,1933," Los Angeles, Calif."
179,"STEELE, Robert Hampton",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000836,1938- ,Representative,Republican,CT,91(1969-1970),B.A.,Amherst College,1960, Mass.
180,"STEELE, Robert Hampton",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000836,1938- ,Representative,Republican,CT,91(1969-1970),M.A.,Columbia University,1963, N.Y.
181,"STEIGER, William Albert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000847,1938-1978,Representative,Republican,WI,91(1969-1970),B.S.,University of Wisconsin,1960,None
182,"STEPHENS, Robert Grier, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000860,1913-2003,Representative,Democrat,GA,91(1969-1970),A.B.,University of Georgia,1935," Athens, Ga."
183,"STEPHENS, Robert Grier, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000860,1913-2003,Representative,Democrat,GA,91(1969-1970),M.A.,University of Georgia,1937," Athens, Ga."
184,"STEPHENS, Robert Grier, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000860,1913-2003,Representative,Democrat,GA,91(1969-1970),LL.B.,University of Georgia Law School,1941," Athens, Ga."
185,"STOKES, Louis",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000948,1925- ,Representative,Democrat,OH,91(1969-1970),J.D.,Cleveland Marshall Law School,1953,None
186,"STUBBLEFIELD, Frank Albert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001037,1907-1977,Representative,Democrat,KY,91(1969-1970),B.S.,University of Kentucky College of Commerce,1932,None
187,"STUCKEY, Williamson Sylvester, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001039,1935- ,Representative,Democrat,GA,91(1969-1970),B.B.A.,University of Georgia,1956," Athens, Ga."
188,"STUCKEY, Williamson Sylvester, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001039,1935- ,Representative,Democrat,GA,91(1969-1970),LL.B.,University of Georgia,1959," Athens, Ga."
189,"SYMINGTON, James Wadsworth",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001134,1927- ,Representative,Democrat,MO,91(1969-1970),B.A.,Yale,1950,None
190,"SYMINGTON, James Wadsworth",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001134,1927- ,Representative,Democrat,MO,91(1969-1970),LL.B.,Columbia Law School,1954,None
191,"TAYLOR, Roy Arthur",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000099,1910-1995,Representative,Democrat,NC,91(1969-1970),J.D.,Asheville University Law School,1936," Asheville, N.C."
192,"TEAGUE, Olin Earl",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000110,1910-1981,Representative,Democrat,TX,91(1969-1970),B.A.,Texas Agricultural and Mechanical College at College Station,1932,None
193,"TIERNAN, Robert Owens",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000265,1929-2014,Representative,Democrat,RI,91(1969-1970),A.B.,Providence College,1953," Providence, R.I."
194,"TIERNAN, Robert Owens",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000265,1929-2014,Representative,Democrat,RI,91(1969-1970),J.D.,Catholic University Law School,1956," Washington, D.C."
195,"UDALL, Morris King",http://bioguide.congress.gov/scripts/biodisplay.pl?index=U000001,1922-1998,Representative,Democrat,AZ,91(1969-1970),J.D.,University of Arizona,1949,None
196,"ULLMAN, Albert Conrad",http://bioguide.congress.gov/scripts/biodisplay.pl?index=U000004,1914-1986,Representative,Democrat,OR,91(1969-1970),M.A.,Columbia University,1939, New York City
197,"VAN DEERLIN, Lionel",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000024,1914-2008,Representative,Democrat,CA,91(1969-1970),B.A.,University of Southern California,1937," Los Angeles, Calif."
198,"VANDER JAGT, Guy Adrian",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000027,1931-2007,Representative,Republican,MI,91(1969-1970),B.A.,Hope College,1953," Holland, Mich."
199,"VANDER JAGT, Guy Adrian",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000027,1931-2007,Representative,Republican,MI,91(1969-1970),B.D.,Yale University,1955," New Haven, Conn."
200,"VANDER JAGT, Guy Adrian",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000027,1931-2007,Representative,Republican,MI,91(1969-1970),J.D.,University of Michigan,1960,None
201,"VIGORITO, Joseph Phillip",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000098,1918-2003,Representative,Democrat,PA,91(1969-1970),B.S.,Wharton School of Finance,1947," University of Pennsylvania, Philadelphia, Pa."
202,"VIGORITO, Joseph Phillip",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000098,1918-2003,Representative,Democrat,PA,91(1969-1970),M.B.A.,University of Denver,1949," Denver, Colo."
203,"WARE, John Haines, III",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000147,1908-1997,Representative,Republican,PA,91(1969-1970),B.S.,University of Pennsylvania,1930,None
204,"WHITEHURST, George William",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000406,1925- ,Representative,Republican,VA,91(1969-1970),B.A.,Washington and Lee University,1950," Lexington, Va."
205,"WHITEHURST, George William",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000406,1925- ,Representative,Republican,VA,91(1969-1970),M.A.,University of Virginia,1951," Charlottesville, Va."
206,"WHITEHURST, George William",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000406,1925- ,Representative,Republican,VA,91(1969-1970),Ph.D.,West Virginia University,1962," Morgantown, W.Va."
207,"WIGGINS, Charles Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000448,1927-2000,Representative,Republican,CA,91(1969-1970),B.S.,University of Southern California,1953," Los Angeles, Calif."
208,"WIGGINS, Charles Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000448,1927-2000,Representative,Republican,CA,91(1969-1970),LL.B.,University of Southern California,1956, Los Angeles. Calif.
209,"WINN, Edward Lawrence, Jr. (Larry)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000636,1919- ,Representative,Republican,KS,91(1969-1970),B.A.,University of Kansas,1941," Lawrence, Kans."
210,"WYDLER, John Waldemar",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000780,1924-1987,Representative,Republican,NY,91(1969-1970),LL.B.,Harvard University Law School,1950,None
211,"WYLIE, Chalmers Pangburn",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000781,1920-1998,Representative,Republican,OH,91(1969-1970),J.D.,Harvard Law School,1948,None
212,"YATES, Sidney Richard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000013,1909-2000,Representative,Democrat,IL,91(1969-1970),B.A.,University of Chicago,1931," Chicago, Ill."
213,"YATES, Sidney Richard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000013,1909-2000,Representative,Democrat,IL,91(1969-1970),J.D.,University of Chicago,1933," Chicago, Ill."
214,"YOUNG, John Andrew",http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000043,1916-2002,Representative,Democrat,TX,91(1969-1970),L.L.B.,University of Texas School of Law,1940,None
215,"ZABLOCKI, Clement John",http://bioguide.congress.gov/scripts/biodisplay.pl?index=Z000001,1912-1983,Representative,Democrat,WI,91(1969-1970),Ph.B.,Marquette University,1936,None
216,"ZION, Roger Herschel",http://bioguide.congress.gov/scripts/biodisplay.pl?index=Z000010,1921- ,Representative,Republican,IN,91(1969-1970),B.A.,University of Wisconsin,1943," Madison, Wis."
217,"ABBITT, Watkins Moorman",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000002,1908-1998,Representative,Democrat,VA,92(1971-1972),LL.B.,University of Richmond,1931," Richmond, Va."
218,"ABZUG, Bella Savitzky",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000018,1920-1998,Representative,Democrat,NY,92(1971-1972),A.B.,Hunter College,1942, New York City
219,"ABZUG, Bella Savitzky",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000018,1920-1998,Representative,Democrat,NY,92(1971-1972),LL.B.,Columbia University Law School,1945, New York City
220,"ALEXANDER, William Vollie (Bill), Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000103,1934- ,Representative,Democrat,AR,92(1971-1972),B.A.,Rhodes College,1957," Memphis, Tenn."
221,"ALEXANDER, William Vollie (Bill), Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000103,1934- ,Representative,Democrat,AR,92(1971-1972),LL.B.,Vanderbilt University,1960," Nashville, Tenn."
222,"ANDERSON, Glenn Malcolm",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000189,1913-1994,Representative,Democrat,CA,92(1971-1972),B.A.,University of California,1936," Los Angeles, Calif."
223,"ANDERSON, John Bayard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000195,1922- ,Representative,Republican,IL,92(1971-1972),A.B.,University of Illinois,1942," Urbana, Ill."
224,"ANDERSON, John Bayard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000195,1922- ,Representative,Republican,IL,92(1971-1972),LL.M.,Harvard University Law School,1949," Cambridge, Mass."
225,"ANDREWS, Elizabeth Bullock",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000205,1911-2002,Representative,Democrat,AL,92(1971-1972),B.S.,Montevallo College,1932," Montevallo, Ala."
226,"ANNUNZIO, Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000212,1915-2001,Representative,Democrat,IL,92(1971-1972),B.S.,DePaul University,1940," Chicago, Ill."
227,"ANNUNZIO, Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000212,1915-2001,Representative,Democrat,IL,92(1971-1972),M.A.,DePaul University,1942," Chicago, Ill."
228,"ASPIN, Leslie",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000224,1938-1995,Representative,Democrat,WI,92(1971-1972),B.A.,Yale University,1960,None
229,"ASPIN, Leslie",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000224,1938-1995,Representative,Democrat,WI,92(1971-1972),M.A.,Oxford University,1962, England
230,"ASPIN, Leslie",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000224,1938-1995,Representative,Democrat,WI,92(1971-1972),Ph.D.,economics,1965, Massachusetts Institute of Technology
231,"BADILLO, Herman",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000025,1929-2014,Representative,Democrat,NY,92(1971-1972),B.B.A.,City College of New York,1951,None
232,"BADILLO, Herman",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000025,1929-2014,Representative,Democrat,NY,92(1971-1972),LL.B.,Brooklyn Law School,1954,None
