,NAME,BIO_LINK,BIRTH-DEATH,POSITION,PARTY,STATE,SESSION,DEGREE,SCHOOL,GRAD_YEAR,SCHOOL_LOC
3694,"PASHAYAN, Charles, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000097,1941- ,Representative,Republican,CA,100(1987-1988),B.A.,Pomona College,1963," Claremont, Calif."
3695,"PASHAYAN, Charles, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000097,1941- ,Representative,Republican,CA,100(1987-1988),J.D.,Hastings Law School,1968," University of California, San Francisco"
3696,"PATTERSON, Elizabeth J.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000112,1939- ,Representative,Democrat,SC,100(1987-1988),B.A.,Columbia College,1961," Columbia, S.C."
3697,"PAYNE, Lewis Franklin, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000152,1945- ,Representative,Democrat,VA,100(1987-1988),B.S.,Virginia Military Institute,1967," Lexington, Va."
3698,"PAYNE, Lewis Franklin, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000152,1945- ,Representative,Democrat,VA,100(1987-1988),M.B.A.,University of Virginia,1973," Charlottesville, Va."
3699,"PELOSI, Nancy",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000197,1940- ,Representative,Democrat,CA,100(1987-1988),A.B.,Trinity College,1962,None
3700,"PENNY, Timothy Joseph",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000215,1951- ,Representative,Democrat,MN,100(1987-1988),B.A.,Winona State University,1974," Winona, Minn."
3701,"PETRI, Thomas Evert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000265,1940- ,Representative,Republican,WI,100(1987-1988),A.B.,Harvard University,1962," Cambridge, Mass."
3702,"PETRI, Thomas Evert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000265,1940- ,Representative,Republican,WI,100(1987-1988),J.D.,Harvard Law School,1965," Cambridge, Mass."
3703,"PICKETT, Owen Bradford",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000326,1930-2010,Representative,Democrat,VA,100(1987-1988),B.S.,Virginia Polytechnic Institute,1952, Blacksburg
3704,"PICKETT, Owen Bradford",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000326,1930-2010,Representative,Democrat,VA,100(1987-1988),LL.B.,University of Richmond Law School,1955,None
3705,"PICKLE, James Jarrell (Jake)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000328,1913-2005,Representative,Democrat,TX,100(1987-1988),B.A.,University of Texas,1938," Austin, Tex."
3706,"PORTER, John Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000444,1935- ,Representative,Republican,IL,100(1987-1988),J.D.,University of Michigan Law School,1961," Ann Arbor, Mich."
3707,"PRICE, David Eugene",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000523,1940- ,Representative,Democrat,NC,100(1987-1988),B.A.,University of North Carolina,1961," Chapel Hill, N.C."
3708,"PRICE, David Eugene",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000523,1940- ,Representative,Democrat,NC,100(1987-1988),B.D.,Yale University,1964," New Haven, Conn."
3709,"PRICE, David Eugene",http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000523,1940- ,Representative,Democrat,NC,100(1987-1988),Ph.D.,Yale University,1969," New Haven, Conn."
3710,"RAHALL, Nick Joe, II",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000011,1949- ,Representative,Democrat,WV,100(1987-1988),A.B.,Duke University,1971," Durham, N.C."
3711,"RANGEL, Charles B.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000053,1930- ,Representative,Democrat,NY,100(1987-1988),B.S.,New York University School of Commerce,1957," New York, N.Y."
3712,"RAVENEL, Arthur, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000072,1927- ,Representative,Republican,SC,100(1987-1988),B.S.,College of Charleston,1950,None
3713,"REGULA, Ralph Straus",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000141,1924- ,Representative,Republican,OH,100(1987-1988),B.A.,Mount Union College,1948," Alliance, Ohio"
3714,"REGULA, Ralph Straus",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000141,1924- ,Representative,Republican,OH,100(1987-1988),LL.B.,William McKinley School of Law,1952," Canton, Ohio"
3715,"RHODES, John Jacob, III",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000189,1943-2011,Representative,Republican,AZ,100(1987-1988),B.A.,Yale University,1965," New Haven, Conn."
3716,"RICHARDSON, Bill",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000229,1947- ,Representative,Democrat,NM,100(1987-1988),B.A.,Tufts University,1970," Medford, Mass."
3717,"RICHARDSON, Bill",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000229,1947- ,Representative,Democrat,NM,100(1987-1988),M.A.,Fletcher School of Law and Diplomacy,1971," Medford, Mass."
3718,"RIDGE, Thomas Joseph",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000243,1945- ,Representative,Republican,PA,100(1987-1988),B.A.,Harvard University,1967," Cambridge, Mass."
3719,"RIDGE, Thomas Joseph",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000243,1945- ,Representative,Republican,PA,100(1987-1988),J.D.,Dickinson School of Law,1972," Carlisle, Pa."
3720,"RINALDO, Matthew John",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000262,1931-2008,Representative,Republican,NJ,100(1987-1988),B.S.,Rutgers University,1953," New Brunswick, N.J."
3721,"RINALDO, Matthew John",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000262,1931-2008,Representative,Republican,NJ,100(1987-1988),M.B.A.,Seton Hall University Graduate School of Business Administration,1959," South Orange, N.J."
3722,"RINALDO, Matthew John",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000262,1931-2008,Representative,Republican,NJ,100(1987-1988),D.P.A.,New York University,1979, School of Public Administration
3723,"RITTER, Donald Lawrence",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000277,1940- ,Representative,Republican,PA,100(1987-1988),B.S.,Lehigh University,1961," Bethlehem, Pa."
3724,"RITTER, Donald Lawrence",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000277,1940- ,Representative,Republican,PA,100(1987-1988),M.S.,Massachusetts Institute of Technology,1963, Cambridge
3725,"ROEMER, Charles Elson (Buddy), III",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000384,1943- ,Representative,Democrat,LA,100(1987-1988),B.S.,Harvard University,1964," Cambridge, Mass."
3726,"ROEMER, Charles Elson (Buddy), III",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000384,1943- ,Representative,Democrat,LA,100(1987-1988),M.B.A.,Harvard Business School,1967," Cambridge, Mass."
3727,"ROGERS, Harold Dallas (Hal)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000395,1937- ,Representative,Republican,KY,100(1987-1988),A.B.,University of Kentucky,1962," Lexington, Ky."
3728,"ROGERS, Harold Dallas (Hal)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000395,1937- ,Representative,Republican,KY,100(1987-1988),LL.B.,University of Kentucky Law School,1964," Lexington, Ky."
3729,"ROSE, Charles Grandison, III",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000436,1939-2012,Representative,Democrat,NC,100(1987-1988),LL.B.,University of North Carolina Law School,1964, Chapel Hill
3730,"ROTH, Toby A.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000459,1938- ,Representative,Republican,WI,100(1987-1988),B.A.,Marquette University,1961," Milwaukee, Wis."
3731,"ROUKEMA, Margaret Scafati",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000465,1929-2014,Representative,Republican,NJ,100(1987-1988),B.A.,Montclair State College,1951," Montclair, N.J."
3732,"ROWLAND, James Roy, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000481,1926- ,Representative,Democrat,GA,100(1987-1988),M.D.,Medical College of Georgia,1952," Augusta, Ga."
3733,"SABO, Martin Olav",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000005,1938- ,Representative,Democrat,MN,100(1987-1988),B.A.,Augsburg College,1959," Minneapolis, Minn."
3734,"SAIKI, Patricia",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000014,1930- ,Representative,Republican,HI,100(1987-1988),B.S.,University of Hawaii,1952," Manoa, Hawaii"
3735,"SAVAGE, Gus",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000081,1925- ,Representative,Democrat,IL,100(1987-1988),B.A.,Roosevelt College,1951, Chicago
3736,"SAWYER, Thomas Charles",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000094,1945- ,Representative,Democrat,OH,100(1987-1988),B.A.,University of Akron,1968," Akron, Ohio"
3737,"SAWYER, Thomas Charles",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000094,1945- ,Representative,Democrat,OH,100(1987-1988),M.A.,University of Akron,1970," Akron, Ohio"
3738,"SAXTON, Hugh James",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000097,1943- ,Representative,Republican,NJ,100(1987-1988),B.A.,East Stroudsburg State College,1965," East Stroudsburg, Pa."
3739,"SCHAEFER, Daniel",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000109,1936-2006,Representative,Republican,CO,100(1987-1988),B.A.,Niagara University,1961," Niagara Falls, N.Y."
3740,"SCHEUER, James Haas",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000124,1920-2005,Representative,Democrat-Liberal,NY,100(1987-1988),A.B.,Swarthmore College,1942," Swarthmore, Pa."
3741,"SCHEUER, James Haas",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000124,1920-2005,Representative,Democrat-Liberal,NY,100(1987-1988),L.L.B.,Columbia University Law School,1948," New York, N.Y."
3742,"SCHEUER, James Haas",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000124,1920-2005,Representative,Democrat-Liberal,NY,100(1987-1988),I.A.,Harvard Graduate School of Business Administration,1945," Cambridge, Mass."
3743,"SCHROEDER, Patricia Scott",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000142,1940- ,Representative,Democrat,CO,100(1987-1988),B.A.,University of Minnesota,1961," Minneapolis, Minn."
3744,"SCHROEDER, Patricia Scott",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000142,1940- ,Representative,Democrat,CO,100(1987-1988),J.D.,Harvard Law School,1964," Cambridge, Mass."
3745,"SCHUETTE, Bill",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000143,1953- ,Representative,Republican,MI,100(1987-1988),B.S.F.S.,Georgetown University,1976," Washington, D.C."
3746,"SCHUETTE, Bill",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000143,1953- ,Representative,Republican,MI,100(1987-1988),J.D.,University of San Francisco School of Law,1979," San Francisco, Calif."
3747,"SENSENBRENNER, Frank James, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000244,1943- ,Representative,Republican,WI,100(1987-1988),A.B.,Stanford University,1965," Stanford, Calif."
3748,"SENSENBRENNER, Frank James, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000244,1943- ,Representative,Republican,WI,100(1987-1988),J.D.,University of Wisconsin Law School,1968," Madison, Wis."
3749,"SHARP, Philip Riley",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000294,1942- ,Representative,Democrat,IN,100(1987-1988),B.S.,Georgetown University School of  Foreign Service,1964," Washington, D.C."
3750,"SHARP, Philip Riley",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000294,1942- ,Representative,Democrat,IN,100(1987-1988),Ph.D.,Georgetown University,1974,None
3751,"SHAW, Eugene Clay, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000303,1939-2013,Representative,Republican,FL,100(1987-1988),B.S.,Stetson University,1961," Deland, Fla."
3752,"SHAW, Eugene Clay, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000303,1939-2013,Representative,Republican,FL,100(1987-1988),M.B.A.,University of Alabama,1963," Tuscaloosa, Ala."
3753,"SHAW, Eugene Clay, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000303,1939-2013,Representative,Republican,FL,100(1987-1988),J.D.,Stetson University College of Law,1966," Deland, Fla."
3754,"SHAYS, Christopher H.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001144,1945- ,Representative,Republican,CT,100(1987-1988),B.A.,Principia College,1968," Elsah, Ill."
3755,"SHAYS, Christopher H.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001144,1945- ,Representative,Republican,CT,100(1987-1988),M.B.A.,New York University,1974," New York, N.Y."
3756,"SHAYS, Christopher H.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001144,1945- ,Representative,Republican,CT,100(1987-1988),M.P.A.,New York University,1978," New York, N.Y."
3757,"SHUMWAY, Norman David",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000393,1934- ,Representative,Republican,CA,100(1987-1988),B.S.,University of Utah,1960, Salt Lake City
3758,"SHUMWAY, Norman David",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000393,1934- ,Representative,Republican,CA,100(1987-1988),J.D.,Hastings College of Law,1963," University of California, San Francisco"
3759,"SHUSTER, E. G. (Bud)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000394,1932- ,Representative,Republican,PA,100(1987-1988),B.S.,University of Pittsburgh,1954, Pa.
3760,"SHUSTER, E. G. (Bud)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000394,1932- ,Representative,Republican,PA,100(1987-1988),M.B.A.,Duquesne University,1960," Pittsburgh, Pa."
3761,"SHUSTER, E. G. (Bud)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000394,1932- ,Representative,Republican,PA,100(1987-1988),Ph.D.,American University,1967," Washington, D.C."
3762,"SIKORSKI, Gerald Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000407,1948- ,Representative,Democrat,MN,100(1987-1988),B.A.,University of Minnesota,1970, Minneapolis
3763,"SIKORSKI, Gerald Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000407,1948- ,Representative,Democrat,MN,100(1987-1988),J.D.,University of Minnesota Law School,1973, Minneapolis
3764,"SISISKY, Norman",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000453,1927-2001,Representative,Democrat,VA,100(1987-1988),B.S.,Virginia Commonwealth University,1949, Richmond
3765,"SKELTON, Isaac Newton, IV (Ike)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000465,1931-2013,Representative,Democrat,MO,100(1987-1988),A.B.,University of Missouri,1953," Columbia, Mo."
3766,"SKELTON, Isaac Newton, IV (Ike)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000465,1931-2013,Representative,Democrat,MO,100(1987-1988),LL.B.,University of Missouri,1956," Columbia, Mo."
3767,"SLATTERY, James Charles",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000477,1948- ,Representative,Democrat,KS,100(1987-1988),B.S.,Washburn University,1970," Topeka, Kans."
3768,"SLAUGHTER, Daniel French, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000479,1925-1998,Representative,Republican,VA,100(1987-1988),LL.B.,University of Virginia,1953,None
3769,"SLAUGHTER, Louise McIntosh",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000480,1929- ,Representative,Democrat,NY,100(1987-1988),B.S.,University of Kentucky,1951," Lexington, Ky."
3770,"SLAUGHTER, Louise McIntosh",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000480,1929- ,Representative,Democrat,NY,100(1987-1988),M.S.,University of Kentucky,1953," Lexington, Ky."
3771,"SMITH, Christopher Henry",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000522,1953- ,Representative,Republican,NJ,100(1987-1988),B.S.,Trenton State College,1975," Ewing, N.J."
3772,"SMITH, Dennis Alan (Denny)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000527,1938- ,Representative,Republican,OR,100(1987-1988),B.A.,Willamette University,1961," Salem, Oreg."
3773,"SMITH, Lamar Seeligson",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000583,1947- ,Representative,Republican,TX,100(1987-1988),B.A.,Yale University,1969," New Haven, Conn."
3774,"SMITH, Lamar Seeligson",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000583,1947- ,Representative,Republican,TX,100(1987-1988),J.D.,Southern Methodist University School of Law,1975," Dallas, Tex."
3775,"SMITH, Robert C.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000606,1941- ,Representative,Republican,NH,100(1987-1988),B.A.,Lafayette College,1965," Easton, Pa."
3776,"SMITH, Robert Freeman",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000607,1931- ,Representative,Republican,OR,100(1987-1988),B.A.,Willamette University,1953," Salem,  Oreg."
3777,"SMITH, Virginia Dodd",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000622,1911-2006,Representative,Republican,NE,100(1987-1988),B.A.,University of Nebraska,1936, Lincoln
3778,"SOLARZ, Stephen Joshua",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000673,1940-2010,Representative,Democrat,NY,100(1987-1988),B.A.,Brandeis University,1962," Waltham, Mass."
3779,"SOLARZ, Stephen Joshua",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000673,1940-2010,Representative,Democrat,NY,100(1987-1988),M.A.,public law and government,1967," Columbia University, New York"
3780,"SPENCE, Floyd Davidson",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000718,1928-2001,Representative,Republican,SC,100(1987-1988),B.A.,University of South Carolina,1952," Columbia, S.C."
3781,"SPENCE, Floyd Davidson",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000718,1928-2001,Representative,Republican,SC,100(1987-1988),LL.B.,University of South Carolina,1956," Columbia, S.C."
3782,"SPRATT, John McKee, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000749,1942- ,Representative,Democrat,SC,100(1987-1988),A.B.,Davidson College,1964," Davidson, N.C."
3783,"SPRATT, John McKee, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000749,1942- ,Representative,Democrat,SC,100(1987-1988),M.A.,Marshall Scholar,1966," Corpus Christi College, Oxford University, Oxford, England"
3784,"SPRATT, John McKee, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000749,1942- ,Representative,Democrat,SC,100(1987-1988),LL.B.,Yale Law School,1969," New Haven, Conn."
3785,"STALLINGS, Richard Howard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000785,1940- ,Representative,Democrat,ID,100(1987-1988),B.S.,Weber State College,1965,None
3786,"STALLINGS, Richard Howard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000785,1940- ,Representative,Democrat,ID,100(1987-1988),M.S.,Utah State University,1968,None
3787,"STARK, Fortney Hillman (Pete), Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000810,1931- ,Representative,Democrat,CA,100(1987-1988),B.S.,Massachusetts Institute of Technology,1953," Cambridge, Mass."
3788,"STARK, Fortney Hillman (Pete), Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000810,1931- ,Representative,Democrat,CA,100(1987-1988),M.B.A.,University of California,1960," Berkeley, Calif."
3789,"STENHOLM, Charles Walter",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000851,1938- ,Representative,Democrat,TX,100(1987-1988),A.S.,Tarleton State Junior College,1959," Stephenville, Tex."
3790,"STENHOLM, Charles Walter",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000851,1938- ,Representative,Democrat,TX,100(1987-1988),B.S.,Texas Tech University,1961," Lubbock, Tex."
3791,"STENHOLM, Charles Walter",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000851,1938- ,Representative,Democrat,TX,100(1987-1988),M.S.,Texas Tech University,1962," Lubbock, Tex."
3792,"STOKES, Louis",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000948,1925- ,Representative,Democrat,OH,100(1987-1988),J.D.,Cleveland Marshall Law School,1953,None
3793,"STUDDS, Gerry Eastman",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001040,1937-2006,Representative,Democrat,MA,100(1987-1988),M.A.T.,history,1961, same university
3794,"STUMP, Robert Lee",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001044,1927-2003,Representative,Republican,AZ,100(1987-1988),B.S.,Arizona State University,1951," Tempe, Ariz."
3795,"SUNDQUIST, Donald Kenneth",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001075,1936- ,Representative,Republican,TN,100(1987-1988),B.A.,Augustana College,1957," Rock Island, Ill."
3796,"SWIFT, Allan Byron",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001115,1935- ,Representative,Democrat,WA,100(1987-1988),B.A.,Central  Washington University,1957," Ellensburg, Wash."
3797,"SWINDALL, Patrick Lynn",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001122,1950- ,Representative,Republican,GA,100(1987-1988),B.A.,University of Georgia,1972,None
3798,"SWINDALL, Patrick Lynn",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001122,1950- ,Representative,Republican,GA,100(1987-1988),J.D.,University of Georgia School of Law,1975,None
3799,"SYNAR, Michael Lynn",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001139,1950-1996,Representative,Democrat,OK,100(1987-1988),B.S.,University of Oklahoma,1972, Norman
3800,"SYNAR, Michael Lynn",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001139,1950-1996,Representative,Democrat,OK,100(1987-1988),LL.B.,University of Oklahoma Law Center,1977,None
3801,"SYNAR, Michael Lynn",http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001139,1950-1996,Representative,Democrat,OK,100(1987-1988),M.A.,Northwestern University,1974," Evanston, Ill."
3802,"TALLON, Robert Mooneyhan, Jr. (Robin)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000034,1946- ,Representative,Democrat,SC,100(1987-1988),B.A.,American University,1994," Washington, D.C."
3803,"TAUKE, Thomas Joseph",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000053,1950- ,Representative,Republican,IA,100(1987-1988),B.A.,Loras College,1972," Dubuque, Iowa"
3804,"TAUKE, Thomas Joseph",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000053,1950- ,Representative,Republican,IA,100(1987-1988),J.D.,University of Iowa College of Law,1974," Iowa City, Iowa"
3805,"TAUZIN, Wilbert Joseph (Billy)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000058,1943- ,Representative,Democrat,LA,100(1987-1988),J.D.,Louisiana State University,1967," Baton Rouge, La."
3806,"THOMAS, William Marshall",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000188,1941- ,Representative,Republican,CA,100(1987-1988),A.A.,Santa Ana Community College,1961,None
3807,"THOMAS, William Marshall",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000188,1941- ,Representative,Republican,CA,100(1987-1988),B.A.,San Francisco State University,1963," San Francisco, Calif."
3808,"THOMAS, William Marshall",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000188,1941- ,Representative,Republican,CA,100(1987-1988),M.A.,San Francisco State University,1965," San Francisco, Calif."
3809,"TOWNS, Edolphus",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000326,1934- ,Representative,Democrat,NY,100(1987-1988),B.S.,North Carolina Agricultural and Technical State University,1956," Greensboro, N.C."
3810,"TOWNS, Edolphus",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000326,1934- ,Representative,Democrat,NY,100(1987-1988),M.S.W.,Adelphi University,1973," Garden City, N.Y."
3811,"TRAFICANT, James A., Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000350,1941-2014,Representative,Democrat,OH,100(1987-1988),B.S.,University of Pittsburgh,1963," Pittsburgh, Pa."
3812,"TRAFICANT, James A., Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000350,1941-2014,Representative,Democrat,OH,100(1987-1988),M.S.,University of Pittsburgh,1973," Pittsburgh, Pa."
3813,"TRAFICANT, James A., Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000350,1941-2014,Representative,Democrat,OH,100(1987-1988),M.S.,Youngstown State University,1976," Youngstown, Ohio"
3814,"TRAXLER, Jerome Bob",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000356,1931- ,Representative,Democrat,MI,100(1987-1988),B.A.,Michigan State University,1953," East Lansing, Mich."
3815,"TRAXLER, Jerome Bob",http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000356,1931- ,Representative,Democrat,MI,100(1987-1988),LL.B.,Detroit College of Law,1959," Detroit, Mich."
3816,"UDALL, Morris King",http://bioguide.congress.gov/scripts/biodisplay.pl?index=U000001,1922-1998,Representative,Democrat,AZ,100(1987-1988),J.D.,University of Arizona,1949,None
3817,"UPTON, Frederick Stephen",http://bioguide.congress.gov/scripts/biodisplay.pl?index=U000031,1953- ,Representative,Republican,MI,100(1987-1988),A.B.,University of Michigan,1975," Ann Arbor, Mich."
3818,"VALENTINE, Itimous Thaddeus, Jr., (Tim)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000006,1926- ,Representative,Democrat,NC,100(1987-1988),A.B.,The Citadel,1948," Charleston, S.C."
3819,"VALENTINE, Itimous Thaddeus, Jr., (Tim)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000006,1926- ,Representative,Democrat,NC,100(1987-1988),LL.B.,University of North Carolina,1952," Chapel Hill, N.C."
3820,"VANDER JAGT, Guy Adrian",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000027,1931-2007,Representative,Republican,MI,100(1987-1988),B.A.,Hope College,1953," Holland, Mich."
3821,"VANDER JAGT, Guy Adrian",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000027,1931-2007,Representative,Republican,MI,100(1987-1988),B.D.,Yale University,1955," New Haven, Conn."
3822,"VANDER JAGT, Guy Adrian",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000027,1931-2007,Representative,Republican,MI,100(1987-1988),J.D.,University of Michigan,1960,None
3823,"VENTO, Bruce Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000087,1940-2000,Representative,Democrat Farmer Labor,MN,100(1987-1988),A.A.,University of Minnesota,1961, Minneapolis
3824,"VENTO, Bruce Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000087,1940-2000,Representative,Democrat Farmer Labor,MN,100(1987-1988),B.S.,Wisconsin State University,1965, River Falls
3825,"VISCLOSKY, Peter",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000108,1949- ,Representative,Democrat,IN,100(1987-1988),B.S.,Indiana University Northwest,1970," Gary, Ind."
3826,"VISCLOSKY, Peter",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000108,1949- ,Representative,Democrat,IN,100(1987-1988),J.D.,University of Notre Dame School of Law,1973," Notre Dame, Ind."
3827,"VISCLOSKY, Peter",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000108,1949- ,Representative,Democrat,IN,100(1987-1988),LL.M.,Georgetown University Law Center,1982," Washington, D.C."
3828,"VOLKMER, Harold Lee",http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000112,1931-2011,Representative,Democrat,MO,100(1987-1988),LL.B.,University of Missouri,1955," School of Law, Columbia"
3829,"WATKINS, Wesley Wade",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000194,1938- ,Representative,Democrat,OK,100(1987-1988),B.S.,Oklahoma State University,1960," Stillwater, Okla."
